date,amount,description,key,Status
2025-02-05,3576.35,customer refund - jensen-solomon,,Only in Bank
2025-02-21,6827.23,customer refund - daniels-johnson,,Only in Bank
2025-02-12,9398.45,vendor payment - contreras-mccoy,,Only in Bank
2025-02-03,1867.82,travel expense - baxter-hawkins,,Only in Bank
2025-02-25,6101.47,customer refund - johnson plc,,Only in Bank
2025-01-15,3913.43,"insurance payout - short, mitchell and jenkins",,Only in Bank
2025-01-25,2621.75,service fee - woods ltd,,Only in Bank
2025-01-01,5247.21,customer refund - robinson-hurst,,Only in Bank
2025-03-29,7222.36,salary transfer - harris group,,Only in Bank
2025-02-16,4369.84,bank charges - green group,,Only in Bank
2025-03-21,3207.76,"vendor payment - hodges, aguilar and hughes",,Only in Bank
2025-02-08,5120.51,service fee - allen-martin,,Only in Bank
2025-02-11,4083.76,travel expense - carter-lee,,Only in Bank
2025-03-12,1360.15,service fee - lloyd ltd,,Only in Bank
2025-03-27,9409.6,office rent - gould-henry,,Only in Bank
2025-03-20,5734.14,"service fee - rivera, massey and myers",,Only in Bank
2025-03-12,8353.88,travel expense - butler-colon,,Only in Bank
2025-02-06,2180.81,insurance payout - turner group,,Only in Bank
2025-03-19,6581.59,"equipment purchase - byrd, miller and jones",,Only in Bank
2025-03-07,4784.54,office rent - barry-woodard,,Only in Bank
2025-01-12,8202.39,salary transfer - oneill-perez,,Only in Bank
2025-03-28,3173.15,salary transfer - chen llc,,Only in Bank
2025-03-02,6151.61,vendor payment - houston-love,,Only in Bank
2025-03-05,4056.56,office rent - perry group,,Only in Bank
2025-03-25,6907.46,vendor payment - bullock-hill,,Only in Bank
2025-03-01,597.16,"salary transfer - watson, colon and hill",,Only in Bank
2025-01-16,4618.97,equipment purchase - holland inc,,Only in Bank
2025-03-27,5358.21,"customer refund - lozano, johnson and hodges",,Only in Bank
2025-03-20,8168.56,customer refund - peters group,,Only in Bank
2025-02-24,8322.63,"customer refund - duncan, davis and turner",,Only in Bank
2025-02-27,8982.36,"equipment purchase - silva, stafford and mercado",,Only in Bank
2025-02-27,2666.0,salary transfer - williams and sons,,Only in Bank
2025-03-23,2845.38,customer refund - figueroa group,,Only in Bank
2025-03-04,6304.81,travel expense - schmidt-ayala,,Only in Bank
2025-01-30,3892.05,"office rent - torres, johnson and miller",,Only in Bank
2025-04-01,2218.13,service fee - sanchez-lee,,Only in Bank
2025-02-23,716.43,service fee - hill-jones,,Only in Bank
2025-02-19,9057.9,"insurance payout - wells, murphy and wheeler",,Only in Bank
2025-03-31,293.37,insurance payout - potts-schmitt,,Only in Bank
2025-02-18,4822.1,bank charges - macdonald-taylor,,Only in Bank
2025-02-08,7559.4,service fee - valdez group,,Only in Bank
2025-03-10,7500.41,"customer refund - jones, gallagher and bryant",,Only in Bank
2025-03-19,8988.33,"equipment purchase - clarke, shields and johnson",,Only in Bank
2025-01-29,2802.06,"equipment purchase - hill, scott and montgomery",,Only in Bank
2025-01-22,8421.01,"office rent - pineda, escobar and kelley",,Only in Bank
2025-03-21,5387.82,service fee - martin inc,,Only in Bank
2025-03-17,5687.48,invoice payment - lane inc,,Only in Bank
2025-02-18,3340.79,equipment purchase - shields llc,,Only in Bank
2025-02-11,3441.26,service fee - gonzalez-salas,,Only in Bank
2025-02-05,7544.9,"service fee - warner, hart and parker",,Only in Bank
2025-02-02,8365.62,"equipment purchase - reed, marshall and english",,Only in Bank
2025-01-03,7515.34,invoice payment - kennedy and sons,,Only in Bank
2025-02-14,2319.8,"vendor payment - costa, kelly and santos",,Only in Bank
2025-02-01,2073.67,invoice payment - caldwell ltd,,Only in Bank
2025-03-21,1608.59,"office rent - walker, alvarez and rose",,Only in Bank
2025-03-02,6727.64,insurance payout - gutierrez-williams,,Only in Bank
2025-01-28,4703.84,travel expense - tran llc,,Only in Bank
2025-02-17,1761.11,"insurance payout - schultz, brown and king",,Only in Bank
2025-01-10,5961.77,"salary transfer - warner, sims and johnson",,Only in Bank
2025-03-29,6044.07,vendor payment - blake inc,,Only in Bank
2025-03-14,7848.09,bank charges - lee plc,,Only in Bank
2025-03-10,4340.94,bank charges - green-gray,,Only in Bank
2025-01-09,5109.01,bank charges - berg and sons,,Only in Bank
2025-01-14,4391.88,bank charges - harvey-obrien,,Only in Bank
2025-03-23,8926.59,equipment purchase - barr group,,Only in Bank
2025-04-01,1614.61,office rent - rich inc,,Only in Bank
2025-02-04,3290.82,"salary transfer - taylor, hudson and dunn",,Only in Bank
2025-01-12,2861.39,equipment purchase - kerr llc,,Only in Bank
2025-02-01,7529.72,insurance payout - washington-sawyer,,Only in Bank
2025-03-20,6715.07,bank charges - mcclain plc,,Only in Bank
2025-02-03,3469.35,insurance payout - fox-singh,,Only in Bank
2025-03-31,8813.06,customer refund - morgan group,,Only in Bank
2025-01-02,5214.61,salary transfer - moore group,,Only in Bank
2025-02-27,7950.04,"vendor payment - hanson, carpenter and harmon",,Only in Bank
2025-02-09,6673.2,"bank charges - bowman, chavez and mason",,Only in Bank
2025-03-02,5579.38,bank charges - higgins-garner,,Only in Bank
2025-02-24,9966.65,customer refund - riley-choi,,Only in Bank
2025-02-12,3582.92,"equipment purchase - nunez, gill and dickerson",,Only in Bank
2025-02-04,3135.57,salary transfer - johnson llc,,Only in Bank
2025-01-16,7240.71,"bank charges - lloyd, reynolds and daniel",,Only in Bank
2025-01-16,7454.52,"office rent - pennington, carney and carter",,Only in Bank
2025-01-25,2242.21,"equipment purchase - sullivan, sullivan and wade",,Only in Bank
2025-02-05,7273.39,customer refund - hernandez-arellano,,Only in Bank
2025-03-18,2901.69,vendor payment - smith llc,,Only in Bank
2025-01-25,3032.84,bank charges - davis-schroeder,,Only in Bank
2025-01-23,3092.45,customer refund - walls-hunt,,Only in Bank
2025-01-17,2815.68,invoice payment - smith-alexander,,Only in Bank
2025-03-12,2992.15,office rent - kelly-thornton,,Only in Bank
2025-03-23,8697.77,"equipment purchase - kirby, hensley and ruiz",,Only in Bank
2025-01-14,8739.93,"insurance payout - owen, wong and jones",,Only in Bank
2025-02-06,4747.03,equipment purchase - lewis-spears,,Only in Bank
2025-02-02,9416.53,"equipment purchase - solomon, edwards and bennett",,Only in Bank
2025-01-15,8238.94,"service fee - murray, hernandez and mason",,Only in Bank
2025-03-04,833.41,"invoice payment - wells, hodges and hinton",,Only in Bank
2025-01-20,1577.06,insurance payout - robertson-chan,,Only in Bank
2025-02-08,943.29,"salary transfer - watkins, henry and burke",,Only in Bank
2025-01-16,5624.92,service fee - skinner-kennedy,,Only in Bank
2025-03-19,6001.66,insurance payout - hamilton-wise,,Only in Bank
2025-02-27,9094.19,travel expense - nelson-brewer,,Only in Bank
2025-03-17,9901.31,travel expense - reilly-wood,,Only in Bank
2025-03-14,6248.17,insurance payout - hernandez-hampton,,Only in Bank
2025-01-21,2474.67,customer refund - bass-barrett,,Only in Bank
2025-01-10,1649.67,service fee - richardson group,,Only in Bank
2025-02-27,6924.77,equipment purchase - turner and sons,,Only in Bank
2025-04-01,2898.91,"equipment purchase - williams, alvarado and lucas",,Only in Bank
2025-01-10,6905.11,"travel expense - taylor, baker and ortega",,Only in Bank
2025-03-22,5938.92,"salary transfer - miller, howard and dean",,Only in Bank
2025-02-24,1236.29,salary transfer - ruiz and sons,,Only in Bank
2025-02-09,5990.94,insurance payout - kelly-moore,,Only in Bank
2025-02-26,896.37,"invoice payment - tran, kim and valencia",,Only in Bank
2025-02-25,7371.89,insurance payout - reynolds-peters,,Only in Bank
2025-03-28,8375.99,insurance payout - taylor ltd,,Only in Bank
2025-03-17,9512.78,"travel expense - jones, pitts and willis",,Only in Bank
2025-03-02,5237.74,equipment purchase - dennis-humphrey,,Only in Bank
2025-02-05,1896.74,insurance payout - hampton and sons,,Only in Bank
2025-02-25,6384.37,equipment purchase - richardson group,,Only in Bank
2025-01-12,4753.1,service fee - burke-thompson,,Only in Bank
2025-02-12,3278.48,vendor payment - hernandez-cooke,,Only in Bank
2025-01-21,3365.06,"equipment purchase - salas, young and kelly",,Only in Bank
2025-02-06,6659.58,"service fee - bowman, smith and conway",,Only in Bank
2025-03-12,463.3,vendor payment - bond group,,Only in Bank
2025-02-21,8662.61,invoice payment - brewer-santiago,,Only in Bank
2025-03-26,8706.74,equipment purchase - drake-turner,,Only in Bank
2025-03-22,4476.21,invoice payment - durham inc,,Only in Bank
2025-01-27,2743.86,office rent - hood-collins,,Only in Bank
2025-02-06,4437.35,equipment purchase - mcmahon-ford,,Only in Bank
2025-03-01,9475.9,"office rent - price, thomas and charles",,Only in Bank
2025-03-05,9333.27,travel expense - kelley plc,,Only in Bank
2025-03-07,7083.58,"service fee - carrillo, ramirez and thomas",,Only in Bank
2025-03-03,9804.42,salary transfer - perez and sons,,Only in Bank
2025-02-28,5557.52,service fee - hall group,,Only in Bank
2025-01-25,9226.49,"customer refund - marks, garcia and baker",,Only in Bank
2025-01-18,8653.87,travel expense - mitchell-lopez,,Only in Bank
2025-03-26,4947.44,office rent - king-levy,,Only in Bank
2025-02-27,5431.95,bank charges - jacobs inc,,Only in Bank
2025-02-18,4607.91,bank charges - ramirez plc,,Only in Bank
2025-01-25,9809.67,"salary transfer - shaw, huff and walters",,Only in Bank
2025-03-15,3891.41,"service fee - smith, white and hansen",,Only in Bank
2025-04-01,9142.96,service fee - johnson plc,,Only in Bank
2025-03-05,9651.76,"office rent - moore, page and adams",,Only in Bank
2025-03-06,9657.0,"bank charges - brown, brown and brown",,Only in Bank
2025-01-13,8754.48,"equipment purchase - hernandez, hernandez and oneal",,Only in Bank
2025-01-02,7252.19,service fee - sheppard-williams,,Only in Bank
2025-03-25,9702.57,vendor payment - scott plc,,Only in Bank
2025-03-02,7837.1,travel expense - lutz-stephens,,Only in Bank
2025-02-13,6270.27,"service fee - price, cervantes and cooper",,Only in Bank
2025-03-28,8607.49,service fee - hawkins-wilson,,Only in Bank
2025-02-10,6305.31,equipment purchase - benjamin llc,,Only in Bank
2025-03-11,455.4,vendor payment - welch group,,Only in Bank
2025-02-26,1747.01,travel expense - stewart-perez,,Only in Bank
2025-01-04,555.31,invoice payment - pena and sons,,Only in Bank
2025-02-07,3648.79,"service fee - parrish, chan and taylor",,Only in Bank
2025-01-19,2517.55,service fee - davis ltd,,Only in Bank
2025-03-14,6849.82,office rent - smith llc,,Only in Bank
2025-01-22,1833.19,insurance payout - ross-riley,,Only in Bank
2025-03-05,9137.01,"office rent - proctor, smith and cortez",,Only in Bank
2025-02-28,2627.73,invoice payment - garner and sons,,Only in Bank
2025-03-01,9021.97,"customer refund - garcia, reynolds and campbell",,Only in Bank
2025-01-21,831.23,bank charges - berg ltd,,Only in Bank
2025-03-17,3061.63,"service fee - medina, hull and hernandez",,Only in Bank
2025-03-30,2575.97,travel expense - meyers-robinson,,Only in Bank
2025-01-14,2448.34,insurance payout - compton inc,,Only in Bank
2025-02-05,180.17,invoice payment - white-dunlap,,Only in Bank
2025-03-19,7477.2,travel expense - jacobs ltd,,Only in Bank
2025-01-30,6109.94,bank charges - welch-smith,,Only in Bank
2025-01-29,6402.52,"insurance payout - ward, rodgers and preston",,Only in Bank
2025-02-02,6809.87,office rent - jones and sons,,Only in Bank
2025-03-22,1061.92,invoice payment - mejia-charles,,Only in Bank
2025-02-09,7907.24,invoice payment - stewart-lynch,,Only in Bank
2025-03-16,3712.13,office rent - thomas-sanders,,Only in Bank
2025-01-12,9105.32,bank charges - kramer and sons,,Only in Bank
2025-03-11,8776.96,"bank charges - cook, rodriguez and cisneros",,Only in Bank
2025-03-09,5067.77,"travel expense - soto, bean and joseph",,Only in Bank
2025-01-22,2644.0,equipment purchase - burnett-perez,,Only in Bank
2025-02-07,7490.94,bank charges - lawson group,,Only in Bank
2025-01-15,4736.48,vendor payment - johnson-simmons,,Only in Bank
2025-01-19,7566.1,"salary transfer - martinez, graham and white",,Only in Bank
2025-03-28,7269.75,service fee - knight-pope,,Only in Bank
2025-02-28,3749.0,"travel expense - west, atkins and patterson",,Only in Bank
2025-01-04,6233.51,customer refund - morales-hill,,Only in Bank
2025-02-11,9161.03,salary transfer - gomez-jackson,,Only in Bank
2025-03-24,725.85,equipment purchase - wilson llc,,Only in Bank
2025-03-31,3091.68,service fee - jackson plc,,Only in Bank
2025-01-15,1483.79,invoice payment - harrison llc,,Only in Bank
2025-02-08,9959.68,vendor payment - mitchell llc,,Only in Bank
2025-01-13,2424.52,customer refund - cooley plc,,Only in Bank
2025-03-27,9498.87,"customer refund - sexton, leach and mitchell",,Only in Bank
2025-02-23,5914.67,"office rent - gonzalez, estes and hess",,Only in Bank
2025-03-20,4140.35,travel expense - barnes ltd,,Only in Bank
2025-01-05,6933.78,salary transfer - jones-reynolds,,Only in Bank
2025-02-26,4502.49,"salary transfer - campbell, martinez and roberts",,Only in Bank
2025-02-16,1083.61,bank charges - pope-weiss,,Only in Bank
2025-03-11,9026.79,"bank charges - coleman, martin and anderson",,Only in Bank
2025-01-08,4041.58,salary transfer - weaver-mcintyre,,Only in Bank
2025-01-16,9495.21,"equipment purchase - lynch, buck and mann",,Only in Bank
2025-01-12,6661.41,insurance payout - hernandez-wilkins,,Only in Bank
2025-02-01,9889.33,"insurance payout - dillon, mitchell and sanchez",,Only in Bank
2025-01-27,779.24,"customer refund - baker, castro and green",,Only in Bank
2025-01-27,5905.19,salary transfer - garcia-evans,,Only in Bank
2025-02-12,7766.25,insurance payout - navarro-harris,,Only in Bank
2025-01-17,5448.13,"office rent - lucas, yang and phelps",,Only in Bank
2025-01-15,6644.47,"invoice payment - harrison, booth and stanley",,Only in Bank
2025-02-03,618.75,service fee - bowers-coleman,,Only in Bank
2025-03-09,1225.13,"vendor payment - blevins, brown and ortiz",,Only in Bank
2025-03-02,4537.92,"bank charges - randolph, watson and cohen",,Only in Bank
2025-03-07,5977.29,equipment purchase - torres inc,,Only in Bank
2025-03-06,2293.34,"insurance payout - boone, casey and roy",,Only in Bank
2025-01-06,7299.71,"customer refund - thompson, pruitt and gordon",,Only in Bank
2025-02-08,4634.62,invoice payment - castillo inc,,Only in Bank
2025-01-08,9986.01,service fee - savage-roberts,,Only in Bank
2025-02-24,6892.37,equipment purchase - lamb-white,,Only in Bank
2025-02-26,827.56,vendor payment - fitzgerald ltd,,Only in Bank
2025-01-17,2822.66,insurance payout - jones inc,,Only in Bank
2025-03-12,7150.31,service fee - jones inc,,Only in Bank
2025-03-18,5352.51,equipment purchase - smith-watkins,,Only in Bank
2025-03-06,6093.73,vendor payment - hernandez-butler,,Only in Bank
2025-03-31,1232.7,"customer refund - davis, delgado and howell",,Only in Bank
2025-01-28,4357.69,"salary transfer - williams, brooks and baker",,Only in Bank
2025-02-22,3455.42,equipment purchase - carroll-ramsey,,Only in Bank
2025-02-21,4218.3,vendor payment - bell-rodriguez,,Only in Bank
2025-02-17,9540.57,"equipment purchase - lynch, cook and hubbard",,Only in Bank
2025-01-12,4375.58,bank charges - valdez plc,,Only in Bank
2025-01-17,5608.07,"insurance payout - ortiz, jenkins and jimenez",,Only in Bank
2025-03-13,5660.67,"vendor payment - black, west and stephens",,Only in Bank
2025-02-22,3600.62,service fee - kelley llc,,Only in Bank
2025-01-07,9687.15,insurance payout - young plc,,Only in Bank
2025-02-09,3581.3,insurance payout - george-mason,,Only in Bank
2025-03-06,2206.11,equipment purchase - walker llc,,Only in Bank
2025-01-29,8488.02,"bank charges - alvarez, schwartz and myers",,Only in Bank
2025-03-15,2338.98,service fee - smith plc,,Only in Bank
2025-03-13,9748.01,insurance payout - harris llc,,Only in Bank
2025-03-20,6782.27,customer refund - turner-sparks,,Only in Bank
2025-01-04,6129.05,travel expense - johnston and sons,,Only in Bank
2025-01-04,1886.12,travel expense - perez-jackson,,Only in Bank
2025-02-13,3575.13,office rent - davis-ryan,,Only in Bank
2025-01-19,5706.58,service fee - morris llc,,Only in Bank
2025-02-18,4256.34,"bank charges - wood, miller and brandt",,Only in Bank
2025-03-14,6002.62,invoice payment - bailey-wilcox,,Only in Bank
2025-01-20,1658.36,"insurance payout - henson, walsh and ross",,Only in Bank
2025-01-07,6772.29,travel expense - bauer-turner,,Only in Bank
2025-02-26,6653.19,"equipment purchase - orr, villarreal and woodward",,Only in Bank
2025-01-28,7573.94,vendor payment - rice plc,,Only in Bank
2025-03-28,6817.01,equipment purchase - santana-harris,,Only in Bank
2025-01-08,176.1,travel expense - sims-bray,,Only in Bank
2025-01-28,7696.76,travel expense - lee-singh,,Only in Bank
2025-02-07,3348.41,invoice payment - jones-peterson,,Only in Bank
2025-03-05,7495.44,office rent - hernandez llc,,Only in Bank
2025-01-17,3864.05,"salary transfer - nguyen, ruiz and medina",,Only in Bank
2025-03-06,5631.36,bank charges - torres inc,,Only in Bank
2025-01-10,4031.0,invoice payment - day ltd,,Only in Bank
2025-02-25,285.54,vendor payment - curtis ltd,,Only in Bank
2025-02-10,5800.02,insurance payout - wallace llc,,Only in Bank
2025-02-21,7124.04,service fee - fischer-sanders,,Only in Bank
2025-02-07,1240.22,"invoice payment - marquez, ortiz and gonzales",,Only in Bank
2025-02-11,1801.54,"insurance payout - bowman, glass and williamson",,Only in Bank
2025-02-28,8337.06,bank charges - fisher inc,,Only in Bank
2025-01-12,4423.45,"vendor payment - hurley, holder and ruiz",,Only in Bank
2025-03-09,878.61,travel expense - benson group,,Only in Bank
2025-01-10,5153.78,vendor payment - robertson inc,,Only in Bank
2025-02-14,7301.05,"office rent - frey, harris and snyder",,Only in Bank
2025-01-31,1117.76,travel expense - hale plc,,Only in Bank
2025-01-26,1817.64,office rent - aguirre group,,Only in Bank
2025-03-01,7569.01,insurance payout - horton ltd,,Only in Bank
2025-02-27,6843.22,"insurance payout - aguilar, riggs and mccann",,Only in Bank
2025-02-11,8656.04,"bank charges - lawrence, johnston and holloway",,Only in Bank
2025-01-20,4453.65,equipment purchase - rangel plc,,Only in Bank
2025-02-26,6350.71,travel expense - ware-williams,,Only in Bank
2025-03-17,656.1,"customer refund - bishop, sparks and clark",,Only in Bank
2025-01-10,3173.04,"equipment purchase - barton, moore and mcdowell",,Only in Bank
2025-01-10,6482.2,"vendor payment - smith, love and trevino",,Only in Bank
2025-03-20,5981.39,"service fee - williams, collins and tate",,Only in Bank
2025-03-01,5845.26,"invoice payment - carson, torres and richards",,Only in Bank
2025-02-27,9099.59,"insurance payout - rowland, estrada and malone",,Only in Bank
2025-03-25,1963.57,insurance payout - matthews-vasquez,,Only in Bank
2025-03-02,5063.54,invoice payment - harris plc,,Only in Bank
2025-02-27,1124.67,"bank charges - nguyen, clements and castro",,Only in Bank
2025-01-06,2552.66,equipment purchase - boyd group,,Only in Bank
2025-01-21,3702.59,travel expense - fernandez-phillips,,Only in Bank
2025-02-19,4146.82,bank charges - williams-nunez,,Only in Bank
2025-03-28,6019.07,"bank charges - mendez, banks and cooper",,Only in Bank
2025-01-09,3363.94,"customer refund - howard, wilson and medina",,Only in Bank
2025-03-26,9647.66,insurance payout - alvarez-reyes,,Only in Bank
2025-01-20,3400.28,"insurance payout - fitzpatrick, rose and pearson",,Only in Bank
2025-03-26,1500.14,"bank charges - chapman, mclean and dixon",,Only in Bank
2025-02-09,9680.2,service fee - fitzgerald llc,,Only in Bank
2025-01-17,5990.91,vendor payment - boyd inc,,Only in Bank
2025-01-12,6495.65,service fee - peterson-higgins,,Only in Bank
2025-03-07,3682.1,bank charges - solis-hester,,Only in Bank
2025-02-09,1884.6,salary transfer - wood-ortiz,,Only in Bank
2025-01-25,2342.78,office rent - terry group,,Only in Bank
2025-03-06,7731.66,customer refund - joseph-cunningham,,Only in Bank
2025-01-17,6012.74,office rent - maldonado-davenport,,Only in Bank
2025-01-21,1890.38,insurance payout - gould and sons,,Only in Bank
2025-01-22,7239.71,"invoice payment - wilson, tran and weeks",,Only in Bank
2025-02-22,3706.56,salary transfer - ford inc,,Only in Bank
2025-01-30,5386.71,travel expense - valdez-clark,,Only in Bank
2025-03-02,9049.35,salary transfer - wong plc,,Only in Bank
2025-02-18,5078.78,service fee - frank llc,,Only in Bank
2025-01-18,8742.72,invoice payment - taylor plc,,Only in Bank
2025-03-24,4857.85,"bank charges - white, dawson and quinn",,Only in Bank
2025-03-12,9349.51,customer refund - cummings ltd,,Only in Bank
2025-01-16,2922.12,office rent - berger-evans,,Only in Bank
2025-02-04,4548.26,"customer refund - perry, adams and miller",,Only in Bank
2025-01-19,8327.36,"vendor payment - donaldson, gallagher and george",,Only in Bank
2025-01-11,3811.64,"invoice payment - nicholson, smith and martinez",,Only in Bank
2025-02-10,9315.18,bank charges - russell-burns,,Only in Bank
2025-01-19,1462.24,travel expense - graham inc,,Only in Bank
2025-03-02,6991.11,office rent - fox llc,,Only in Bank
2025-04-01,4744.19,insurance payout - guerrero-serrano,,Only in Bank
2025-01-01,9067.99,invoice payment - young plc,,Only in Bank
2025-02-02,2234.98,office rent - jackson-gonzalez,,Only in Bank
2025-03-12,9408.24,insurance payout - gonzalez ltd,,Only in Bank
2025-01-31,3081.4,invoice payment - james-edwards,,Only in Bank
2025-01-31,4256.27,insurance payout - king-harper,,Only in Bank
2025-03-18,5406.93,customer refund - hernandez and sons,,Only in Bank
2025-02-07,4349.47,insurance payout - irwin-butler,,Only in Bank
2025-02-15,2481.59,service fee - ayers-davis,,Only in Bank
2025-01-24,6677.28,vendor payment - sanders-jones,,Only in Bank
2025-03-09,5486.41,customer refund - harvey group,,Only in Bank
2025-03-12,301.31,"equipment purchase - clarke, griffin and chandler",,Only in Bank
2025-02-02,7498.43,bank charges - chavez plc,,Only in Bank
2025-01-09,3513.54,vendor payment - clayton-martin,,Only in Bank
2025-01-18,538.92,"customer refund - leach, mueller and smith",,Only in Bank
2025-02-13,8153.74,office rent - mcintosh plc,,Only in Bank
2025-03-29,4699.77,equipment purchase - hall-novak,,Only in Bank
2025-01-05,3005.08,invoice payment - friedman-rivera,,Only in Bank
2025-01-26,8869.32,bank charges - kent-ware,,Only in Bank
2025-02-09,5202.3,"customer refund - foley, johnson and young",,Only in Bank
2025-03-02,2607.81,"salary transfer - rodriguez, torres and williams",,Only in Bank
2025-02-06,3634.04,invoice payment - torres-wong,,Only in Bank
2025-03-25,3386.05,vendor payment - sharp plc,,Only in Bank
2025-02-17,4425.82,"service fee - crawford, brown and phelps",,Only in Bank
2025-02-26,8956.91,"service fee - peterson, rivera and larson",,Only in Bank
2025-01-11,4363.01,office rent - kidd group,,Only in Bank
2025-03-11,3008.29,vendor payment - smith and sons,,Only in Bank
2025-02-09,4514.57,service fee - francis llc,,Only in Bank
2025-02-27,519.32,bank charges - evans and sons,,Only in Bank
2025-03-20,9981.69,travel expense - crawford llc,,Only in Bank
2025-01-10,6744.72,service fee - nunez-delgado,,Only in Bank
2025-01-04,1513.52,insurance payout - whitaker-daniels,,Only in Bank
2025-03-28,7834.99,invoice payment - hogan-taylor,,Only in Bank
2025-01-17,765.61,bank charges - johnson inc,,Only in Bank
2025-02-16,3890.26,insurance payout - thompson and sons,,Only in Bank
2025-01-05,6090.44,equipment purchase - richards-hansen,,Only in Bank
2025-02-17,3782.93,vendor payment - calhoun-turner,,Only in Bank
2025-03-15,1463.18,bank charges - perez-gilmore,,Only in Bank
2025-02-20,3212.42,travel expense - roberts group,,Only in Bank
2025-02-01,9609.15,"invoice payment - hoffman, smith and white",,Only in Bank
2025-01-24,5040.54,service fee - harris ltd,,Only in Bank
2025-03-13,1265.83,travel expense - ford plc,,Only in Bank
2025-01-12,8124.08,bank charges - thomas llc,,Only in Bank
2025-03-27,3539.51,"vendor payment - brooks, wright and johnson",,Only in Bank
2025-03-12,5467.5,travel expense - johnson-castaneda,,Only in Bank
2025-01-21,7146.91,office rent - robinson inc,,Only in Bank
2025-02-16,5136.68,"vendor payment - huff, clark and castillo",,Only in Bank
2025-01-26,7941.45,salary transfer - ortega-wiggins,,Only in Bank
2025-03-05,360.21,customer refund - hart-dunn,,Only in Bank
2025-01-09,3161.98,"equipment purchase - brown, moore and ward",,Only in Bank
2025-03-15,830.13,bank charges - maldonado-lloyd,,Only in Bank
2025-03-24,834.23,equipment purchase - golden-keller,,Only in Bank
2025-03-29,5221.86,"office rent - jones, martinez and hogan",,Only in Bank
2025-03-12,6433.96,office rent - romero-johnson,,Only in Bank
2025-01-17,4382.92,invoice payment - pierce-jones,,Only in Bank
2025-01-16,5229.21,"travel expense - smith, garcia and blake",,Only in Bank
2025-01-22,1703.47,"salary transfer - reed, meadows and woodard",,Only in Bank
2025-02-14,9480.08,"customer refund - morris, wilkins and dixon",,Only in Bank
2025-02-06,8474.74,"travel expense - coffey, franco and lindsey",,Only in Bank
2025-02-05,1339.19,"travel expense - davis, williams and irwin",,Only in Bank
2025-03-20,5381.43,customer refund - sanchez-nichols,,Only in Bank
2025-03-24,1769.5,insurance payout - holmes group,,Only in Bank
2025-01-06,8269.84,"invoice payment - rodriguez, walter and armstrong",,Only in Bank
2025-01-11,550.07,insurance payout - welch llc,,Only in Bank
2025-02-03,6546.19,insurance payout - sellers plc,,Only in Bank
2025-03-05,8901.07,"customer refund - webb, bates and miranda",,Only in Bank
2025-02-08,4590.09,"invoice payment - nichols, simmons and russell",,Only in Bank
2025-03-01,2119.83,"insurance payout - compton, brooks and velazquez",,Only in Bank
2025-01-19,3194.57,bank charges - burch inc,,Only in Bank
2025-02-14,9756.2,office rent - moore-atkinson,,Only in Bank
2025-02-17,5198.3,"vendor payment - smith, smith and phillips",,Only in Bank
2025-02-04,4551.0,office rent - taylor inc,,Only in Bank
2025-01-13,600.99,service fee - harvey-guerra,,Only in Bank
2025-03-20,4239.53,office rent - gray-jimenez,,Only in Bank
2025-02-11,9344.14,bank charges - baker-perry,,Only in Bank
2025-03-07,4721.47,travel expense - wilcox-martin,,Only in Bank
2025-03-05,329.45,service fee - james-davenport,,Only in Bank
2025-03-06,4626.58,salary transfer - jackson inc,,Only in Bank
2025-01-28,5875.11,invoice payment - watson plc,,Only in Bank
2025-03-25,6757.95,travel expense - miller-waters,,Only in Bank
2025-03-10,180.96,vendor payment - foster llc,,Only in Bank
2025-02-25,1425.96,travel expense - gilmore-washington,,Only in Bank
2025-02-16,7662.18,"bank charges - nguyen, morris and coleman",,Only in Bank
2025-03-13,2027.09,customer refund - powell inc,,Only in Bank
2025-02-06,827.96,"customer refund - moss, hamilton and smith",,Only in Bank
2025-03-21,6835.95,"vendor payment - white, miller and fields",,Only in Bank
2025-01-17,9753.32,"service fee - mitchell, hill and white",,Only in Bank
2025-02-17,7969.48,bank charges - fletcher inc,,Only in Bank
2025-01-26,6064.38,"service fee - peterson, cook and bennett",,Only in Bank
2025-03-06,498.52,"invoice payment - ortega, douglas and mitchell",,Only in Bank
2025-01-18,7164.56,"equipment purchase - french, jackson and anderson",,Only in Bank
2025-03-08,4624.19,insurance payout - herrera-yates,,Only in Bank
2025-03-07,1483.83,insurance payout - johnson ltd,,Only in Bank
2025-02-08,5977.87,customer refund - elliott inc,,Only in Bank
2025-02-08,4801.44,invoice payment - rollins and sons,,Only in Bank
2025-02-17,3379.27,"vendor payment - webb, jones and whitehead",,Only in Bank
2025-02-23,5878.65,invoice payment - lyons and sons,,Only in Bank
2025-03-18,4798.44,insurance payout - mitchell-garcia,,Only in Bank
2025-03-15,2352.68,"invoice payment - sullivan, callahan and smith",,Only in Bank
2025-03-16,4856.44,"customer refund - barajas, hernandez and barrett",,Only in Bank
2025-01-19,8234.45,salary transfer - jones-lawrence,,Only in Bank
2025-01-05,5768.45,"vendor payment - ross, lee and lewis",,Only in Bank
2025-01-25,287.48,bank charges - mata-smith,,Only in Bank
2025-02-23,1599.17,"salary transfer - johnson, clements and baker",,Only in Bank
2025-02-22,5068.01,insurance payout - howard plc,,Only in Bank
2025-04-01,1467.02,salary transfer - best and sons,,Only in Bank
2025-03-13,3317.99,"equipment purchase - smith, payne and johnson",,Only in Bank
